ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MANTENIMIENTO_ID,NIVEL_ESCALAMIENTO,TIEMPO_RESOLUCION
10028,desgaste,2023-11-05T00:00:00.000000Z,cerrada,['357-13-7624'],"['mnt-05696', 'mnt-06313', 'mnt-13262']",muy alto,220
10029,rotura,2023-10-25T00:00:00.000000Z,cerrada,['411-12-5525'],"['mnt-10102', 'mnt-12938']",medio,231
10030,vandalismo,2024-09-18T00:00:00.000000Z,cerrada,['217-67-3298'],['mnt-06633'],bajo,258
10031,desgaste,2023-11-09T00:00:00.000000Z,cerrada,['165-74-0152'],['mnt-04113'],muy alto,315
10032,mal funcionamiento,2024-07-03T00:00:00.000000Z,cerrada,['014-11-1873'],['mnt-03433'],alto,167
10033,mal funcionamiento,2024-01-05T00:00:00.000000Z,cerrada,['572-15-1764'],['mnt-09236'],alto,111
10034,vandalismo,2024-08-31T00:00:00.000000Z,cerrada,['774-27-9487'],['mnt-10395'],bajo,58
10035,rotura,2024-01-07T00:00:00.000000Z,abierta,['709-88-3221'],['mnt-04636'],medio,10035-ESTADO-abierta
10036,rotura,2024-03-18T00:00:00.000000Z,abierta,['865-12-2214'],['mnt-04571'],medio,10036-ESTADO-abierta
10037,vandalismo,2024-04-23T00:00:00.000000Z,abierta,['960-37-8887'],['mnt-07913'],bajo,10037-ESTADO-abierta
10038,mal funcionamiento,2024-03-10T00:00:00.000000Z,cerrada,['149-88-0964'],['mnt-06757'],alto,28
10039,vandalismo,2023-12-26T00:00:00.000000Z,abierta,['898-20-7177'],['mnt-01167'],bajo,10039-ESTADO-abierta
10040,desgaste,2024-01-13T00:00:00.000000Z,cerrada,['947-69-1806'],['mnt-14777'],muy alto,100
10041,vandalismo,2024-08-30T00:00:00.000000Z,abierta,['284-58-5139'],['mnt-03762'],bajo,10041-ESTADO-abierta
10042,mal funcionamiento,2024-02-05T00:00:00.000000Z,cerrada,['632-35-7992'],['mnt-10236'],alto,8
10043,desgaste,2024-03-13T00:00:00.000000Z,cerrada,['895-45-9745'],['mnt-14234'],muy alto,6
10044,vandalismo,2024-02-14T00:00:00.000000Z,abierta,['699-26-1099'],"['mnt-06192', 'mnt-11060']",bajo,10044-ESTADO-abierta
10045,vandalismo,2024-06-06T00:00:00.000000Z,abierta,['147-50-6649'],['mnt-11994'],bajo,10045-ESTADO-abierta
10046,mal funcionamiento,2023-12-15T00:00:00.000000Z,cerrada,['218-41-2899'],"['mnt-07547', 'mnt-10212']",alto,185
10047,rotura,2024-09-09T00:00:00.000000Z,abierta,['814-63-1000'],"['mnt-01848', 'mnt-10449']",medio,10047-ESTADO-abierta
10048,vandalismo,2024-05-20T00:00:00.000000Z,cerrada,['294-78-3901'],"['mnt-09078', 'mnt-11931']",bajo,175
10049,rotura,2023-11-30T00:00:00.000000Z,cerrada,['084-51-4217'],['mnt-08150'],medio,301
10050,mal funcionamiento,2024-08-30T00:00:00.000000Z,abierta,['484-00-4826'],['mnt-12228'],alto,10050-ESTADO-abierta
10051,desgaste,2023-12-26T00:00:00.000000Z,cerrada,['360-12-4745'],['mnt-13162'],muy alto,148
10052,mal funcionamiento,2024-08-19T00:00:00.000000Z,cerrada,['941-06-5512'],['mnt-04100'],alto,217
10053,mal funcionamiento,2024-08-17T00:00:00.000000Z,cerrada,['721-46-2890'],['mnt-03678'],alto,93
10054,vandalismo,2024-03-27T00:00:00.000000Z,abierta,['350-87-3230'],['mnt-06954'],bajo,10054-ESTADO-abierta
10055,rotura,2023-12-12T00:00:00.000000Z,cerrada,['627-41-5319'],['mnt-07689'],medio,41
10056,vandalismo,2024-04-04T00:00:00.000000Z,cerrada,['374-09-5099'],['mnt-02859'],bajo,155
10057,rotura,2024-08-03T00:00:00.000000Z,cerrada,['459-61-4620'],['mnt-14328'],medio,127
10058,mal funcionamiento,2023-10-31T00:00:00.000000Z,cerrada,['089-79-8824'],['mnt-00299'],alto,36
10059,desgaste,2024-05-07T00:00:00.000000Z,abierta,['709-78-6830'],"['mnt-05865', 'mnt-08461']",muy alto,10059-ESTADO-abierta
10060,vandalismo,2024-03-26T00:00:00.000000Z,abierta,['514-51-2565'],['mnt-12789'],bajo,10060-ESTADO-abierta
10061,mal funcionamiento,2024-06-19T00:00:00.000000Z,abierta,['862-54-8660'],['mnt-12564'],alto,10061-ESTADO-abierta
10062,vandalismo,2024-09-24T00:00:00.000000Z,abierta,['152-83-5242'],['mnt-14012'],bajo,10062-ESTADO-abierta
10063,vandalismo,2024-04-20T00:00:00.000000Z,abierta,['943-01-0737'],"['mnt-04481', 'mnt-13317']",bajo,10063-ESTADO-abierta
10064,desgaste,2024-06-19T00:00:00.000000Z,cerrada,['297-65-5090'],"['mnt-06200', 'mnt-08402']",muy alto,42
10065,rotura,2024-09-24T00:00:00.000000Z,abierta,['811-28-7362'],['mnt-08004'],medio,10065-ESTADO-abierta
10066,desgaste,2024-09-15T00:00:00.000000Z,cerrada,['806-12-5341'],['mnt-11824'],muy alto,231
10067,desgaste,2024-07-10T00:00:00.000000Z,abierta,['286-39-0522'],"['mnt-01009', 'mnt-06578']",muy alto,10067-ESTADO-abierta
10068,desgaste,2023-12-14T00:00:00.000000Z,cerrada,['940-04-3686'],['mnt-06807'],muy alto,117
10069,rotura,2023-10-20T00:00:00.000000Z,abierta,['743-49-2091'],['mnt-05824'],medio,10069-ESTADO-abierta
10070,desgaste,2024-05-18T00:00:00.000000Z,cerrada,['223-48-9940'],"['mnt-07167', 'mnt-09801']",muy alto,105
10071,desgaste,2024-06-09T00:00:00.000000Z,abierta,['435-77-2662'],['mnt-12151'],muy alto,10071-ESTADO-abierta
10072,desgaste,2024-01-09T00:00:00.000000Z,cerrada,['185-08-2094'],['mnt-03579'],muy alto,217
10073,mal funcionamiento,2024-01-29T00:00:00.000000Z,cerrada,['480-01-1122'],['mnt-11130'],alto,118
10074,desgaste,2024-06-08T00:00:00.000000Z,cerrada,['604-28-0910'],['mnt-06529'],muy alto,38
10075,rotura,2023-12-28T00:00:00.000000Z,abierta,['189-31-2541'],['mnt-06791'],medio,10075-ESTADO-abierta
10076,desgaste,2024-08-12T00:00:00.000000Z,cerrada,['540-41-4494'],['mnt-09173'],muy alto,100
10077,rotura,2024-04-02T00:00:00.000000Z,cerrada,['388-11-6064'],['mnt-12406'],medio,92
10078,rotura,2024-06-08T00:00:00.000000Z,abierta,['725-17-2804'],['mnt-13179'],medio,10078-ESTADO-abierta
10079,mal funcionamiento,2023-11-03T00:00:00.000000Z,cerrada,['765-78-8768'],['mnt-11534'],alto,62
10080,mal funcionamiento,2024-04-02T00:00:00.000000Z,cerrada,['139-33-0907'],['mnt-07283'],alto,63
10081,desgaste,2023-12-10T00:00:00.000000Z,abierta,['431-21-8281'],"['mnt-01279', 'mnt-07401', 'mnt-14037']",muy alto,10081-ESTADO-abierta
10082,desgaste,2024-08-25T00:00:00.000000Z,abierta,['229-57-1813'],['mnt-04806'],muy alto,10082-ESTADO-abierta
10083,vandalismo,2024-07-13T00:00:00.000000Z,cerrada,['663-36-3405'],['mnt-09227'],bajo,38
10084,mal funcionamiento,2024-06-20T00:00:00.000000Z,abierta,['925-36-8282'],['mnt-11490'],alto,10084-ESTADO-abierta
10085,rotura,2024-08-07T00:00:00.000000Z,cerrada,['172-51-8192'],"['mnt-02528', 'mnt-04445']",medio,66
10086,mal funcionamiento,2023-11-22T00:00:00.000000Z,abierta,['404-71-3198'],['mnt-01320'],alto,10086-ESTADO-abierta
10087,vandalismo,2024-11-04T00:00:00.000000Z,cerrada,['741-05-0640'],['mnt-06929'],bajo,44
10088,mal funcionamiento,2023-12-26T00:00:00.000000Z,cerrada,['198-94-4692'],['mnt-14896'],alto,27
10089,mal funcionamiento,2023-12-11T00:00:00.000000Z,cerrada,['360-76-9784'],['mnt-08115'],alto,0
10090,mal funcionamiento,2024-04-19T00:00:00.000000Z,abierta,['595-93-3805'],['mnt-14007'],alto,10090-ESTADO-abierta
10091,mal funcionamiento,2024-02-08T00:00:00.000000Z,abierta,['562-45-0217'],['mnt-02832'],alto,10091-ESTADO-abierta
10092,rotura,2024-11-08T00:00:00.000000Z,cerrada,['601-46-5956'],['mnt-01252'],medio,345
10093,vandalismo,2024-03-28T00:00:00.000000Z,cerrada,['852-13-4141'],"['mnt-02428', 'mnt-03198', 'mnt-08070']",bajo,146
10094,vandalismo,2024-05-19T00:00:00.000000Z,abierta,['879-17-5101'],"['mnt-04671', 'mnt-08863']",bajo,10094-ESTADO-abierta
10095,vandalismo,2024-01-27T00:00:00.000000Z,cerrada,['634-10-3384'],['mnt-13655'],bajo,103
10096,rotura,2024-09-09T00:00:00.000000Z,cerrada,['368-79-6511'],['mnt-07312'],medio,126
10097,rotura,2024-01-26T00:00:00.000000Z,cerrada,['962-36-6621'],['mnt-02306'],medio,111
10098,rotura,2024-01-06T00:00:00.000000Z,cerrada,['735-78-7517'],['mnt-03792'],medio,64
10099,desgaste,2024-08-28T00:00:00.000000Z,abierta,['447-47-3396'],['mnt-01210'],muy alto,10099-ESTADO-abierta
10100,rotura,2023-10-17T00:00:00.000000Z,abierta,['845-98-3064'],['mnt-14175'],medio,10100-ESTADO-abierta
10101,desgaste,2024-10-02T00:00:00.000000Z,abierta,['238-55-0294'],['mnt-06623'],muy alto,10101-ESTADO-abierta
10102,mal funcionamiento,2024-01-23T00:00:00.000000Z,abierta,['657-09-9571'],['mnt-08219'],alto,10102-ESTADO-abierta
10103,rotura,2024-07-13T00:00:00.000000Z,abierta,['571-19-8866'],"['mnt-11769', 'mnt-13435']",medio,10103-ESTADO-abierta
10104,vandalismo,2024-08-01T00:00:00.000000Z,abierta,['085-71-2849'],"['mnt-01348', 'mnt-04293', 'mnt-11069']",bajo,10104-ESTADO-abierta
10105,vandalismo,2024-04-07T00:00:00.000000Z,cerrada,['111-50-9574'],['mnt-04298'],bajo,85
10106,rotura,2023-11-17T00:00:00.000000Z,cerrada,['586-40-2613'],"['mnt-05186', 'mnt-06311']",medio,178
10107,desgaste,2024-03-08T00:00:00.000000Z,cerrada,['120-73-9615'],['mnt-02622'],muy alto,3
10108,rotura,2024-04-14T00:00:00.000000Z,abierta,['353-13-8132'],"['mnt-07469', 'mnt-08804', 'mnt-12571']",medio,10108-ESTADO-abierta
10109,mal funcionamiento,2024-02-12T00:00:00.000000Z,cerrada,['304-23-1400'],['mnt-09391'],alto,115
10110,vandalismo,2024-01-10T00:00:00.000000Z,cerrada,['628-22-3928'],['mnt-06188'],bajo,79
10111,vandalismo,2024-08-17T00:00:00.000000Z,cerrada,['889-83-3596'],['mnt-04531'],bajo,80
10112,rotura,2024-05-09T00:00:00.000000Z,cerrada,['765-22-9582'],['mnt-11878'],medio,23
10113,rotura,2024-02-19T00:00:00.000000Z,abierta,['868-50-9266'],['mnt-06807'],medio,10113-ESTADO-abierta
10114,desgaste,2024-08-30T00:00:00.000000Z,cerrada,['029-08-4283'],['mnt-08500'],muy alto,170
10115,desgaste,2024-04-29T00:00:00.000000Z,abierta,['122-63-4873'],['mnt-06633'],muy alto,10115-ESTADO-abierta
10116,desgaste,2024-09-22T00:00:00.000000Z,abierta,['692-23-2082'],['mnt-04283'],muy alto,10116-ESTADO-abierta
10117,desgaste,2024-07-20T00:00:00.000000Z,abierta,['089-22-6626'],"['mnt-06034', 'mnt-08277']",muy alto,10117-ESTADO-abierta
10118,rotura,2023-12-18T00:00:00.000000Z,cerrada,['950-32-9364'],['mnt-09419'],medio,63
10119,mal funcionamiento,2024-01-17T00:00:00.000000Z,abierta,['201-47-3889'],['mnt-05522'],alto,10119-ESTADO-abierta
10120,mal funcionamiento,2024-01-28T00:00:00.000000Z,cerrada,['804-19-8281'],['mnt-07156'],alto,48
10121,vandalismo,2024-06-03T00:00:00.000000Z,abierta,['248-70-0142'],['mnt-07607'],bajo,10121-ESTADO-abierta
10122,vandalismo,2024-03-16T00:00:00.000000Z,abierta,['672-33-4503'],['mnt-09760'],bajo,10122-ESTADO-abierta
10123,vandalismo,2024-08-09T00:00:00.000000Z,cerrada,['878-05-1162'],['mnt-03646'],bajo,34
10124,vandalismo,2024-03-15T00:00:00.000000Z,abierta,['661-99-4895'],['mnt-11645'],bajo,10124-ESTADO-abierta
10125,vandalismo,2024-11-05T00:00:00.000000Z,abierta,['868-99-0315'],['mnt-00286'],bajo,10125-ESTADO-abierta
10126,mal funcionamiento,2024-05-01T00:00:00.000000Z,abierta,['187-33-3726'],"['mnt-01411', 'mnt-04041']",alto,10126-ESTADO-abierta
10127,desgaste,2024-03-15T00:00:00.000000Z,abierta,['274-25-9874'],['mnt-14909'],muy alto,10127-ESTADO-abierta
10128,desgaste,2024-01-08T00:00:00.000000Z,abierta,['549-58-1679'],['mnt-06435'],muy alto,10128-ESTADO-abierta
10129,rotura,2024-08-09T00:00:00.000000Z,abierta,['279-14-0262'],['mnt-01158'],medio,10129-ESTADO-abierta
10130,desgaste,2024-06-17T00:00:00.000000Z,abierta,['241-43-0331'],['mnt-06196'],muy alto,10130-ESTADO-abierta
10131,vandalismo,2023-11-15T00:00:00.000000Z,abierta,['424-86-4616'],['mnt-10918'],bajo,10131-ESTADO-abierta
10132,mal funcionamiento,2023-11-24T00:00:00.000000Z,cerrada,['232-71-8083'],['mnt-12926'],alto,98
10133,rotura,2024-01-27T00:00:00.000000Z,cerrada,['925-93-2493'],"['mnt-04854', 'mnt-09858']",medio,131
10134,rotura,2024-09-28T00:00:00.000000Z,abierta,['813-32-8261'],['mnt-06013'],medio,10134-ESTADO-abierta
10135,desgaste,2024-06-05T00:00:00.000000Z,cerrada,['243-26-3469'],['mnt-10224'],muy alto,47
10136,vandalismo,2024-04-11T00:00:00.000000Z,abierta,['393-79-4247'],['mnt-08697'],bajo,10136-ESTADO-abierta
10137,mal funcionamiento,2024-07-22T00:00:00.000000Z,abierta,['225-01-7848'],['mnt-07863'],alto,10137-ESTADO-abierta
10138,rotura,2024-06-26T00:00:00.000000Z,abierta,['556-98-7104'],"['mnt-06351', 'mnt-06931']",medio,10138-ESTADO-abierta
10139,desgaste,2024-11-02T00:00:00.000000Z,cerrada,['272-11-7623'],['mnt-13797'],muy alto,158
10140,rotura,2024-07-28T00:00:00.000000Z,abierta,['292-24-7528'],['mnt-09887'],medio,10140-ESTADO-abierta
10141,rotura,2024-09-09T00:00:00.000000Z,cerrada,['498-06-6682'],['mnt-12821'],medio,134
10142,mal funcionamiento,2024-04-20T00:00:00.000000Z,cerrada,['476-89-2599'],['mnt-08130'],alto,8
10143,mal funcionamiento,2024-01-29T00:00:00.000000Z,abierta,['743-57-7351'],['mnt-01358'],alto,10143-ESTADO-abierta
10144,rotura,2023-10-31T00:00:00.000000Z,abierta,['092-36-4539'],['mnt-03600'],medio,10144-ESTADO-abierta
10145,mal funcionamiento,2024-02-03T00:00:00.000000Z,abierta,['575-56-0453'],"['mnt-03789', 'mnt-05250', 'mnt-10166']",alto,10145-ESTADO-abierta
10146,rotura,2023-12-09T00:00:00.000000Z,cerrada,['747-11-2952'],['mnt-04710'],medio,113
10147,rotura,2023-12-19T00:00:00.000000Z,abierta,['783-43-1670'],['mnt-03054'],medio,10147-ESTADO-abierta
10148,mal funcionamiento,2024-07-03T00:00:00.000000Z,abierta,['446-66-2086'],['mnt-13203'],alto,10148-ESTADO-abierta
10149,mal funcionamiento,2024-07-02T00:00:00.000000Z,cerrada,['639-00-6641'],['mnt-03118'],alto,55
10150,mal funcionamiento,2024-02-14T00:00:00.000000Z,cerrada,['102-29-3683'],['mnt-08992'],alto,218
10151,desgaste,2024-09-19T00:00:00.000000Z,abierta,['691-24-9176'],['mnt-07527'],muy alto,10151-ESTADO-abierta
10152,mal funcionamiento,2024-07-25T00:00:00.000000Z,abierta,['496-76-7448'],"['mnt-06907', 'mnt-14045']",alto,10152-ESTADO-abierta
10153,mal funcionamiento,2024-01-17T00:00:00.000000Z,cerrada,['647-48-3075'],"['mnt-01356', 'mnt-03154']",alto,230
10154,vandalismo,2024-10-06T00:00:00.000000Z,abierta,['396-82-4014'],['mnt-14254'],bajo,10154-ESTADO-abierta
10155,desgaste,2024-09-28T00:00:00.000000Z,abierta,['924-55-2893'],['mnt-07733'],muy alto,10155-ESTADO-abierta
10156,rotura,2024-01-27T00:00:00.000000Z,cerrada,['602-87-2036'],['mnt-04829'],medio,66
10157,vandalismo,2024-06-27T00:00:00.000000Z,abierta,['649-81-6390'],"['mnt-09195', 'mnt-13706']",bajo,10157-ESTADO-abierta
10158,vandalismo,2024-06-23T00:00:00.000000Z,abierta,['374-76-8245'],['mnt-06988'],bajo,10158-ESTADO-abierta
10159,desgaste,2024-04-30T00:00:00.000000Z,cerrada,['806-11-5266'],['mnt-01195'],muy alto,4
10160,mal funcionamiento,2024-09-22T00:00:00.000000Z,abierta,['056-89-8003'],['mnt-10630'],alto,10160-ESTADO-abierta
10161,mal funcionamiento,2024-08-07T00:00:00.000000Z,cerrada,['712-88-0653'],['mnt-04165'],alto,264
10162,rotura,2024-08-15T00:00:00.000000Z,cerrada,['947-55-5186'],['mnt-08751'],medio,181
10163,rotura,2023-10-19T00:00:00.000000Z,cerrada,['349-68-6684'],"['mnt-05092', 'mnt-11042']",medio,251
10164,vandalismo,2024-03-22T00:00:00.000000Z,abierta,['371-76-2937'],['mnt-04080'],bajo,10164-ESTADO-abierta
10165,vandalismo,2024-01-18T00:00:00.000000Z,cerrada,['468-40-4655'],['mnt-00408'],bajo,220
10166,rotura,2023-12-11T00:00:00.000000Z,cerrada,['774-74-7961'],"['mnt-01497', 'mnt-06346']",medio,83
10167,mal funcionamiento,2023-12-24T00:00:00.000000Z,abierta,['697-80-5768'],"['mnt-02011', 'mnt-14469']",alto,10167-ESTADO-abierta
10168,rotura,2024-09-20T00:00:00.000000Z,abierta,['558-69-1853'],['mnt-05304'],medio,10168-ESTADO-abierta
10169,rotura,2024-05-24T00:00:00.000000Z,abierta,['055-18-5579'],"['mnt-00200', 'mnt-07488']",medio,10169-ESTADO-abierta
10170,desgaste,2024-02-14T00:00:00.000000Z,abierta,['464-91-6592'],['mnt-12789'],muy alto,10170-ESTADO-abierta
10171,rotura,2023-12-23T00:00:00.000000Z,cerrada,['574-88-6818'],['mnt-06537'],medio,88
10172,rotura,2023-11-15T00:00:00.000000Z,abierta,['976-08-7100'],['mnt-07273'],medio,10172-ESTADO-abierta
10173,vandalismo,2023-12-12T00:00:00.000000Z,abierta,['095-65-3627'],['mnt-12802'],bajo,10173-ESTADO-abierta
10174,rotura,2024-02-24T00:00:00.000000Z,cerrada,['913-87-1666'],['mnt-07945'],medio,38
10175,mal funcionamiento,2024-05-21T00:00:00.000000Z,cerrada,['594-83-0691'],"['mnt-02168', 'mnt-04267', 'mnt-05472']",alto,68
10176,vandalismo,2023-11-13T00:00:00.000000Z,abierta,['678-95-0815'],['mnt-10813'],bajo,10176-ESTADO-abierta
10177,vandalismo,2024-09-15T00:00:00.000000Z,abierta,['746-36-6547'],['mnt-01730'],bajo,10177-ESTADO-abierta
10178,desgaste,2023-05-11T00:00:00.000000Z,cerrada,['077-43-2612'],['mnt-09938'],muy alto,465
10179,vandalismo,2024-05-16T00:00:00.000000Z,cerrada,['756-96-2795'],['mnt-06337'],bajo,99
10180,vandalismo,2023-12-30T00:00:00.000000Z,cerrada,['388-11-6064'],"['mnt-05798', 'mnt-06142']",bajo,153
10181,mal funcionamiento,2024-01-31T00:00:00.000000Z,cerrada,['248-75-5304'],['mnt-09377'],alto,191
10182,mal funcionamiento,2024-08-02T00:00:00.000000Z,abierta,['937-20-7275'],['mnt-06954'],alto,10182-ESTADO-abierta
10183,mal funcionamiento,2023-11-19T00:00:00.000000Z,abierta,['119-41-8443'],['mnt-00894'],alto,10183-ESTADO-abierta
10184,mal funcionamiento,2024-05-03T00:00:00.000000Z,abierta,['393-11-7928'],['mnt-14431'],alto,10184-ESTADO-abierta
10185,desgaste,2024-04-15T00:00:00.000000Z,cerrada,['851-33-4183'],['mnt-03927'],muy alto,174
10186,rotura,2024-02-10T00:00:00.000000Z,cerrada,['877-90-4364'],['mnt-06481'],medio,122
10187,vandalismo,2023-10-28T00:00:00.000000Z,cerrada,['743-13-6341'],['mnt-07053'],bajo,254
10188,desgaste,2024-02-15T00:00:00.000000Z,cerrada,['487-44-3856'],['mnt-04490'],muy alto,219
10189,mal funcionamiento,2024-06-20T00:00:00.000000Z,cerrada,['756-68-8317'],['mnt-06003'],alto,98
10190,vandalismo,2024-02-03T00:00:00.000000Z,cerrada,['722-47-3928'],['mnt-03935'],bajo,157
10191,rotura,2024-01-24T00:00:00.000000Z,cerrada,['492-08-1065'],['mnt-14657'],medio,245
10192,rotura,2024-01-20T00:00:00.000000Z,abierta,['897-69-9950'],['mnt-14017'],medio,10192-ESTADO-abierta
10193,rotura,2024-09-04T00:00:00.000000Z,cerrada,['778-92-3598'],['mnt-00101'],medio,180
10194,vandalismo,2024-07-18T00:00:00.000000Z,abierta,['664-80-5149'],['mnt-06087'],bajo,10194-ESTADO-abierta
10195,vandalismo,2024-02-20T00:00:00.000000Z,abierta,['680-17-6803'],"['mnt-07457', 'mnt-07483']",bajo,10195-ESTADO-abierta
10196,vandalismo,2024-08-17T00:00:00.000000Z,abierta,['297-74-7406'],"['mnt-13194', 'mnt-13689']",bajo,10196-ESTADO-abierta
10197,rotura,2024-02-18T00:00:00.000000Z,abierta,['259-40-4059'],['mnt-00546'],medio,10197-ESTADO-abierta
10198,mal funcionamiento,2024-08-16T00:00:00.000000Z,abierta,['656-83-3050'],"['mnt-11769', 'mnt-13435']",alto,10198-ESTADO-abierta
10199,rotura,2024-09-20T00:00:00.000000Z,cerrada,['946-81-0714'],['mnt-10381'],medio,7
10200,rotura,2024-07-08T00:00:00.000000Z,cerrada,['227-74-7033'],"['mnt-02811', 'mnt-11128']",medio,91
10201,rotura,2024-03-22T00:00:00.000000Z,cerrada,['170-17-3945'],"['mnt-07899', 'mnt-09198']",medio,66
10202,mal funcionamiento,2024-07-23T00:00:00.000000Z,abierta,['586-26-9246'],['mnt-01500'],alto,10202-ESTADO-abierta
10203,desgaste,2023-11-04T00:00:00.000000Z,abierta,['165-70-9657'],"['mnt-01947', 'mnt-10227']",muy alto,10203-ESTADO-abierta
10204,rotura,2024-05-26T00:00:00.000000Z,cerrada,['857-60-8494'],['mnt-14616'],medio,109
10205,mal funcionamiento,2023-12-12T00:00:00.000000Z,abierta,['671-47-5284'],['mnt-09063'],alto,10205-ESTADO-abierta
10206,desgaste,2024-05-21T00:00:00.000000Z,cerrada,['484-87-2579'],['mnt-02771'],muy alto,135
10207,mal funcionamiento,2024-03-17T00:00:00.000000Z,abierta,['357-06-8956'],"['mnt-03202', 'mnt-10199']",alto,10207-ESTADO-abierta
10208,rotura,2024-06-22T00:00:00.000000Z,abierta,['528-76-2216'],['mnt-02177'],medio,10208-ESTADO-abierta
10209,rotura,2024-02-20T00:00:00.000000Z,cerrada,['458-12-6965'],['mnt-04375'],medio,93
10210,mal funcionamiento,2024-11-09T00:00:00.000000Z,cerrada,['772-97-0003'],['mnt-09663'],alto,243
10211,mal funcionamiento,2024-08-06T00:00:00.000000Z,abierta,['488-92-2085'],['mnt-12246'],alto,10211-ESTADO-abierta
10212,vandalismo,2023-11-28T00:00:00.000000Z,abierta,['555-94-9326'],['mnt-06760'],bajo,10212-ESTADO-abierta
10213,desgaste,2024-03-26T00:00:00.000000Z,cerrada,['805-52-6640'],['mnt-04127'],muy alto,93
10214,vandalismo,2024-01-23T00:00:00.000000Z,cerrada,['433-73-7872'],['mnt-08343'],bajo,255
10215,rotura,2024-05-11T00:00:00.000000Z,cerrada,['927-71-6144'],['mnt-02481'],medio,62
10216,vandalismo,2024-06-12T00:00:00.000000Z,cerrada,['829-67-3549'],['mnt-07495'],bajo,232
10217,mal funcionamiento,2024-05-13T00:00:00.000000Z,abierta,['593-67-8808'],['mnt-10770'],alto,10217-ESTADO-abierta
10218,rotura,2023-11-07T00:00:00.000000Z,cerrada,['990-24-2772'],['mnt-10279'],medio,34
10219,mal funcionamiento,2024-05-02T00:00:00.000000Z,abierta,['208-26-8905'],"['mnt-03102', 'mnt-06090']",alto,10219-ESTADO-abierta
10220,desgaste,2023-12-18T00:00:00.000000Z,cerrada,['086-70-3542'],['mnt-07178'],muy alto,286
10221,rotura,2024-06-11T00:00:00.000000Z,abierta,['780-59-5236'],"['mnt-04881', 'mnt-10453']",medio,10221-ESTADO-abierta
10222,desgaste,2023-12-18T00:00:00.000000Z,cerrada,['882-75-8363'],['mnt-09236'],muy alto,129
10223,vandalismo,2024-09-07T00:00:00.000000Z,abierta,['002-24-9827'],['mnt-10284'],bajo,10223-ESTADO-abierta
10224,mal funcionamiento,2024-08-13T00:00:00.000000Z,abierta,['572-04-1437'],['mnt-02009'],alto,10224-ESTADO-abierta
10225,desgaste,2024-01-09T00:00:00.000000Z,cerrada,['429-54-8289'],['mnt-08871'],muy alto,86
10226,mal funcionamiento,2024-03-15T00:00:00.000000Z,abierta,['002-59-1513'],['mnt-10883'],alto,10226-ESTADO-abierta
10227,desgaste,2024-08-12T00:00:00.000000Z,cerrada,['062-53-3440'],['mnt-02766'],muy alto,229
10228,desgaste,2024-01-10T00:00:00.000000Z,cerrada,['089-91-8100'],['mnt-06253'],muy alto,24
10229,rotura,2024-02-09T00:00:00.000000Z,abierta,['842-23-4506'],['mnt-06481'],medio,10229-ESTADO-abierta
10230,rotura,2023-12-16T00:00:00.000000Z,abierta,['377-20-0225'],"['mnt-01593', 'mnt-03308', 'mnt-10657']",medio,10230-ESTADO-abierta
10231,rotura,2024-05-01T00:00:00.000000Z,cerrada,['500-48-2151'],['mnt-13447'],medio,82
10232,desgaste,2024-04-29T00:00:00.000000Z,abierta,['071-56-7051'],['mnt-00388'],muy alto,10232-ESTADO-abierta
10233,rotura,2024-02-02T00:00:00.000000Z,abierta,['493-04-5698'],['mnt-02166'],medio,10233-ESTADO-abierta
10234,desgaste,2024-03-17T00:00:00.000000Z,cerrada,['073-83-5278'],"['mnt-06645', 'mnt-12308']",muy alto,182
10235,vandalismo,2024-09-08T00:00:00.000000Z,abierta,['078-01-0177'],['mnt-11032'],bajo,10235-ESTADO-abierta
10236,vandalismo,2024-04-03T00:00:00.000000Z,cerrada,['454-63-0649'],['mnt-02125'],bajo,105
10237,vandalismo,2023-11-01T00:00:00.000000Z,abierta,['825-44-9054'],"['mnt-01521', 'mnt-03187']",bajo,10237-ESTADO-abierta
